,u,y0,y1
0,0.8596400256303967,0.380859375,0.205078125
1,0.8596400256303967,0.3857421875,0.576171875
2,0.8596400256303967,0.4052734375,0.7177734375
3,0.8596400256303967,0.4541015625,0.849609375
4,0.8596400256303967,0.517578125,0.9765625
5,0.8596400256303967,0.5810546875,1.0791015625
6,0.8596400256303967,0.6494140625,1.171875
7,0.8596400256303967,0.7177734375,1.2548828125
8,0.8596400256303967,0.7763671875,1.3427734375
9,0.8596400256303967,0.830078125,1.4013671875
10,0.8596400256303967,0.888671875,1.46484375
11,0.8596400256303967,0.9423828125,1.513671875
12,0.8596400256303967,0.99609375,1.5673828125
13,0.8596400256303967,1.0400390625,1.6064453125
14,0.8596400256303967,1.09375,1.650390625
15,0.8596400256303967,1.1474609375,1.6845703125
16,0.8596400256303967,1.1865234375,1.7236328125
17,0.8596400256303967,1.2255859375,1.7529296875
18,0.8596400256303967,1.26953125,1.77734375
19,0.8596400256303967,1.3134765625,1.806640625
20,0.8596400256303967,1.357421875,1.8310546875
21,0.8596400256303967,1.4111328125,1.85546875
22,0.8596400256303967,1.4453125,1.875
23,0.8596400256303967,1.474609375,1.89453125
24,0.8596400256303967,1.513671875,1.9140625
25,0.8596400256303967,1.54296875,1.93359375
26,0.8596400256303967,1.552734375,1.9482421875
27,0.8596400256303967,1.5771484375,1.962890625
28,0.8596400256303967,1.6064453125,1.9775390625
29,0.8596400256303967,1.6259765625,1.9921875
30,1.9716513095711412,1.650390625,2.001953125
31,1.9716513095711412,1.6796875,2.2509765625
32,1.9716513095711412,1.728515625,2.5244140625
33,1.9716513095711412,1.796875,2.7783203125
34,1.9716513095711412,1.875,3.0224609375
35,1.9716513095711412,1.962890625,3.2373046875
36,1.9716513095711412,2.05078125,3.4375
37,1.9716513095711412,2.1484375,3.6279296875
38,1.9716513095711412,2.2509765625,3.80859375
39,1.9716513095711412,2.353515625,3.974609375
40,1.9716513095711412,2.4560546875,4.130859375
41,1.9716513095711412,2.5634765625,4.2822265625
42,1.9716513095711412,2.6708984375,4.43359375
43,1.9716513095711412,2.7783203125,4.5703125
44,1.9716513095711412,2.8857421875,4.7021484375
45,1.9716513095711412,2.9931640625,4.82421875
46,1.9716513095711412,3.1005859375,4.9365234375
47,1.9716513095711412,3.2080078125,5.0439453125
48,1.9716513095711412,3.3154296875,5.1513671875
49,1.9716513095711412,3.41796875,5.2490234375
50,1.9716513095711412,3.5302734375,5.341796875
51,1.9716513095711412,3.6328125,5.439453125
52,1.9716513095711412,3.73046875,5.5224609375
53,1.9716513095711412,3.8232421875,5.6005859375
54,1.9716513095711412,3.916015625,5.68359375
55,1.9716513095711412,4.013671875,5.76171875
56,1.9716513095711412,4.0966796875,5.830078125
57,1.9716513095711412,4.1845703125,5.8984375
58,1.9716513095711412,4.267578125,5.966796875
59,1.9716513095711412,4.35546875,6.025390625
60,1.2705617512127116,4.4384765625,6.083984375
61,1.2705617512127116,4.5166015625,5.99609375
62,1.2705617512127116,4.58984375,5.87890625
63,1.2705617512127116,4.6435546875,5.76171875
64,1.2705617512127116,4.697265625,5.6591796875
65,1.2705617512127116,4.7412109375,5.556640625
66,1.2705617512127116,4.7802734375,5.46875
67,1.2705617512127116,4.8046875,5.3759765625
68,1.2705617512127116,4.8291015625,5.2880859375
69,1.2705617512127116,4.853515625,5.205078125
70,1.2705617512127116,4.8681640625,5.126953125
71,1.2705617512127116,4.8779296875,5.05859375
72,1.2705617512127116,4.8876953125,4.9951171875
73,1.2705617512127116,4.892578125,4.931640625
74,1.2705617512127116,4.892578125,4.8681640625
75,1.2705617512127116,4.892578125,4.82421875
76,1.2705617512127116,4.892578125,4.7607421875
77,1.2705617512127116,4.8779296875,4.7119140625
78,1.2705617512127116,4.8681640625,4.658203125
79,1.2705617512127116,4.853515625,4.6142578125
80,1.2705617512127116,4.8388671875,4.580078125
81,1.2705617512127116,4.8291015625,4.5263671875
82,1.2705617512127116,4.8046875,4.4970703125
83,1.2705617512127116,4.7900390625,4.47265625
84,1.2705617512127116,4.775390625,4.423828125
85,1.2705617512127116,4.755859375,4.39453125
86,1.2705617512127116,4.7412109375,4.365234375
87,1.2705617512127116,4.716796875,4.345703125
88,1.2705617512127116,4.6923828125,4.3115234375
89,1.2705617512127116,4.66796875,4.287109375
90,0.5249844336281221,4.6484375,4.267578125
91,0.5249844336281221,4.6240234375,4.0771484375
92,0.5249844336281221,4.599609375,3.8720703125
93,0.5249844336281221,4.5556640625,3.6767578125
94,0.5249844336281221,4.501953125,3.505859375
95,0.5249844336281221,4.4384765625,3.33984375
96,0.5249844336281221,4.375,3.1787109375
97,0.5249844336281221,4.296875,3.037109375
98,0.5249844336281221,4.21875,2.8955078125
99,0.5249844336281221,4.130859375,2.7685546875
100,0.5249844336281221,4.0380859375,2.646484375
101,0.5249844336281221,3.9453125,2.5390625
102,0.5249844336281221,3.8525390625,2.4365234375
103,0.5249844336281221,3.7548828125,2.3388671875
104,0.5249844336281221,3.65234375,2.255859375
105,0.5249844336281221,3.5546875,2.177734375
106,0.5249844336281221,3.447265625,2.1044921875
107,0.5249844336281221,3.349609375,2.041015625
108,0.5249844336281221,3.251953125,1.982421875
109,0.5249844336281221,3.14453125,1.923828125
110,0.5249844336281221,3.046875,1.8701171875
111,0.5249844336281221,2.94921875,1.8310546875
112,0.5249844336281221,2.861328125,1.787109375
113,0.5249844336281221,2.763671875,1.748046875
114,0.5249844336281221,2.67578125,1.71875
115,0.5249844336281221,2.587890625,1.6845703125
116,0.5249844336281221,2.509765625,1.6552734375
117,0.5249844336281221,2.4267578125,1.630859375
118,0.5249844336281221,2.3583984375,1.611328125
119,0.5249844336281221,2.28515625,1.591796875
120,1.0846741483491706,2.216796875,1.572265625
121,1.0846741483491706,2.1630859375,1.71875
122,1.0846741483491706,2.109375,1.845703125
123,1.0846741483491706,2.080078125,1.943359375
124,1.0846741483491706,2.0556640625,2.05078125
125,1.0846741483491706,2.0458984375,2.138671875
126,1.0846741483491706,2.0458984375,2.2216796875
127,1.0846741483491706,2.05078125,2.28515625
128,1.0846741483491706,2.060546875,2.36328125
129,1.0846741483491706,2.0751953125,2.431640625
130,1.0846741483491706,2.08984375,2.4853515625
131,1.0846741483491706,2.1142578125,2.5439453125
132,1.0846741483491706,2.138671875,2.5927734375
133,1.0846741483491706,2.1630859375,2.63671875
134,1.0846741483491706,2.1923828125,2.6953125
135,1.0846741483491706,2.2265625,2.7392578125
136,1.0846741483491706,2.2509765625,2.7734375
137,1.0846741483491706,2.275390625,2.802734375
138,1.0846741483491706,2.3046875,2.8369140625
139,1.0846741483491706,2.3388671875,2.87109375
140,1.0846741483491706,2.3681640625,2.9052734375
141,1.0846741483491706,2.392578125,2.9296875
142,1.0846741483491706,2.421875,2.9541015625
143,1.0846741483491706,2.451171875,2.9736328125
144,1.0846741483491706,2.48046875,2.998046875
145,1.0846741483491706,2.5048828125,3.0126953125
146,1.0846741483491706,2.5341796875,3.037109375
147,1.0846741483491706,2.55859375,3.056640625
148,1.0846741483491706,2.587890625,3.076171875
149,1.0846741483491706,2.607421875,3.0859375
150,0.13976967051848943,2.63671875,3.0908203125
151,0.13976967051848943,2.6513671875,2.63671875
152,0.13976967051848943,2.646484375,2.3486328125
153,0.13976967051848943,2.6220703125,2.041015625
154,0.13976967051848943,2.568359375,1.796875
155,0.13976967051848943,2.5,1.572265625
156,0.13976967051848943,2.4169921875,1.3623046875
157,0.13976967051848943,2.32421875,1.201171875
158,0.13976967051848943,2.2119140625,0.99609375
159,0.13976967051848943,2.0849609375,0.8837890625
160,0.13976967051848943,1.953125,0.7421875
161,0.13976967051848943,1.81640625,0.634765625
162,0.13976967051848943,1.669921875,0.546875
163,0.13976967051848943,1.5234375,0.478515625
164,0.13976967051848943,1.3720703125,0.439453125
165,0.13976967051848943,1.220703125,0.37109375
166,0.13976967051848943,1.07421875,0.41015625
167,0.13976967051848943,0.9326171875,0.400390625
168,0.13976967051848943,0.8056640625,0.41015625
169,0.13976967051848943,0.6396484375,0.3857421875
170,0.13976967051848943,0.5712890625,0.4150390625
171,0.13976967051848943,0.517578125,0.3857421875
172,0.13976967051848943,0.4736328125,0.4150390625
173,0.13976967051848943,0.390625,0.37109375
174,0.13976967051848943,0.41015625,0.4052734375
175,0.13976967051848943,0.4248046875,0.390625
176,0.13976967051848943,0.478515625,0.400390625
177,0.13976967051848943,0.390625,0.3955078125
178,0.13976967051848943,0.41015625,0.3955078125
179,0.13976967051848943,0.4052734375,0.400390625
180,0.9897909705576466,0.4052734375,0.400390625
181,0.9897909705576466,0.3857421875,0.7470703125
182,0.9897909705576466,0.810546875,0.947265625
183,0.9897909705576466,0.6396484375,1.142578125
184,0.9897909705576466,0.576171875,1.2939453125
