,u,y0,y1
0,0.023703510957086005,0.3857421875,0.302734375
1,0.023703510957086005,0.390625,0.3955078125
2,0.023703510957086005,0.390625,0.439453125
3,0.023703510957086005,0.390625,0.4345703125
4,0.023703510957086005,0.390625,0.4345703125
5,0.023703510957086005,0.390625,0.4541015625
6,0.023703510957086005,0.390625,0.4443359375
7,0.023703510957086005,0.390625,0.4296875
8,0.023703510957086005,0.390625,0.4248046875
9,0.023703510957086005,0.390625,0.4296875
10,0.023703510957086005,0.390625,0.439453125
11,0.023703510957086005,0.390625,0.44921875
12,0.023703510957086005,0.390625,0.458984375
13,0.023703510957086005,0.390625,0.4541015625
14,0.023703510957086005,0.390625,0.4541015625
15,1.3923412648554745,0.390625,0.44921875
16,1.3923412648554745,0.419921875,0.83984375
17,1.3923412648554745,0.4150390625,1.064453125
18,1.3923412648554745,0.478515625,1.2841796875
19,1.3923412648554745,0.52734375,1.494140625
20,1.3923412648554745,0.60546875,1.669921875
21,1.3923412648554745,0.673828125,1.8359375
22,1.3923412648554745,0.7470703125,1.982421875
23,1.3923412648554745,0.8251953125,2.12890625
24,1.3923412648554745,0.9033203125,2.265625
25,1.3923412648554745,0.9814453125,2.3974609375
26,1.3923412648554745,1.0546875,2.509765625
27,1.3923412648554745,1.1376953125,2.6171875
28,1.3923412648554745,1.2109375,2.7197265625
29,1.3923412648554745,1.2890625,2.822265625
30,1.8088071019526093,1.3623046875,2.9248046875
31,1.8088071019526093,1.4404296875,3.0810546875
32,1.8088071019526093,1.5185546875,3.2470703125
33,1.8088071019526093,1.6015625,3.3935546875
34,1.8088071019526093,1.6796875,3.5400390625
35,1.8088071019526093,1.7626953125,3.6767578125
36,1.8088071019526093,1.845703125,3.8134765625
37,1.8088071019526093,1.9287109375,3.935546875
38,1.8088071019526093,2.01171875,4.052734375
39,1.8088071019526093,2.0947265625,4.169921875
40,1.8088071019526093,2.177734375,4.27734375
41,1.8088071019526093,2.2607421875,4.3701171875
42,1.8088071019526093,2.3388671875,4.4775390625
43,1.8088071019526093,2.412109375,4.5751953125
44,1.8088071019526093,2.48046875,4.6728515625
45,1.9052922593575645,2.55859375,4.7607421875
46,1.9052922593575645,2.6318359375,4.8583984375
47,1.9052922593575645,2.7099609375,4.951171875
48,1.9052922593575645,2.7880859375,5.05859375
49,1.9052922593575645,2.8564453125,5.1513671875
50,1.9052922593575645,2.9248046875,5.234375
51,1.9052922593575645,2.9931640625,5.3125
52,1.9052922593575645,3.0615234375,5.390625
53,1.9052922593575645,3.1298828125,5.46875
54,1.9052922593575645,3.203125,5.537109375
55,1.9052922593575645,3.271484375,5.6005859375
56,1.9052922593575645,3.33984375,5.6689453125
57,1.9052922593575645,3.3984375,5.732421875
58,1.9052922593575645,3.4716796875,5.791015625
59,1.9052922593575645,3.5400390625,5.8544921875
60,0.19210270392990858,3.603515625,5.9033203125
61,0.19210270392990858,3.65234375,5.458984375
62,0.19210270392990858,3.701171875,5.09765625
63,0.19210270392990858,3.73046875,4.775390625
64,0.19210270392990858,3.75,4.4775390625
65,0.19210270392990858,3.759765625,4.1796875
66,0.19210270392990858,3.7548828125,3.88671875
67,0.19210270392990858,3.740234375,3.5986328125
68,0.19210270392990858,3.7060546875,3.3154296875
69,0.19210270392990858,3.6669921875,3.056640625
70,0.19210270392990858,3.6181640625,2.83203125
71,0.19210270392990858,3.5595703125,2.6171875
72,0.19210270392990858,3.486328125,2.392578125
73,0.19210270392990858,3.4033203125,2.1728515625
74,0.19210270392990858,3.3154296875,2.001953125
75,2.0273316045796195,3.2177734375,1.845703125
76,2.0273316045796195,3.125,2.255859375
77,2.0273316045796195,3.046875,2.509765625
78,2.0273316045796195,2.98828125,2.75390625
79,2.0273316045796195,2.94921875,2.9833984375
80,2.0273316045796195,2.9248046875,3.212890625
81,2.0273316045796195,2.91015625,3.4130859375
82,2.0273316045796195,2.9052734375,3.603515625
83,2.0273316045796195,2.91015625,3.7890625
84,2.0273316045796195,2.919921875,3.9599609375
85,2.0273316045796195,2.9443359375,4.1259765625
86,2.0273316045796195,2.96875,4.287109375
87,2.0273316045796195,2.998046875,4.43359375
88,2.0273316045796195,3.0322265625,4.58984375
89,2.0273316045796195,3.0712890625,4.7314453125
90,0.8826069179238827,3.1201171875,4.86328125
91,0.8826069179238827,3.1591796875,4.7998046875
92,0.8826069179238827,3.1982421875,4.70703125
93,0.8826069179238827,3.232421875,4.6337890625
94,0.8826069179238827,3.26171875,4.5458984375
95,0.8826069179238827,3.2861328125,4.453125
96,0.8826069179238827,3.310546875,4.39453125
97,0.8826069179238827,3.3251953125,4.31640625
98,0.8826069179238827,3.33984375,4.2626953125
99,0.8826069179238827,3.3447265625,4.1796875
100,0.8826069179238827,3.349609375,4.1357421875
101,0.8826069179238827,3.359375,4.0673828125
102,0.8826069179238827,3.359375,4.0185546875
103,0.8826069179238827,3.3544921875,3.955078125
104,0.8826069179238827,3.3544921875,3.9111328125
105,1.489923196370745,3.3447265625,3.8623046875
106,1.489923196370745,3.33984375,3.9208984375
107,1.489923196370745,3.33984375,3.984375
108,1.489923196370745,3.3349609375,4.0478515625
109,1.489923196370745,3.3349609375,4.111328125
110,1.489923196370745,3.33984375,4.1552734375
111,1.489923196370745,3.349609375,4.21875
112,1.489923196370745,3.3544921875,4.267578125
113,1.489923196370745,3.3642578125,4.3212890625
114,1.489923196370745,3.3740234375,4.35546875
115,1.489923196370745,3.3837890625,4.4140625
116,1.489923196370745,3.3984375,4.4482421875
117,1.489923196370745,3.408203125,4.482421875
118,1.489923196370745,3.4228515625,4.5361328125
119,1.489923196370745,3.4423828125,4.5556640625
120,0.6449345652807725,3.4619140625,4.599609375
121,0.6449345652807725,3.4814453125,4.4677734375
122,0.6449345652807725,3.49609375,4.345703125
123,0.6449345652807725,3.505859375,4.21875
124,0.6449345652807725,3.5107421875,4.1064453125
125,0.6449345652807725,3.515625,4.0087890625
126,0.6449345652807725,3.5107421875,3.90625
127,0.6449345652807725,3.505859375,3.8037109375
